Latitud,Longitud
19.61545339,-99.41657362
19.62151502,-99.32668418
19.61451146,-99.29342915
19.60797214,-99.29284612
19.64024862,-99.31840169
19.59632409,-99.27907685
19.60713439,-99.27311516
19.62511261,-99.31664502
19.60160076,-99.28727927
19.64147757,-99.41140052
19.6336467,-99.35359119
19.63882746,-99.29187611
19.62579768,-99.3156986
19.60212061,-99.29840078
19.61454472,-99.29251328
19.63176477,-99.31176136
19.6334727,-99.30212411
19.63340198,-99.35367599
19.6251388,-99.31961648
19.62328815,-99.35044004
19.62872932,-99.32170656
19.63608254,-99.32675806
19.63341392,-99.30070671
19.63810405,-99.30325648
19.60968575,-99.3022263
19.63599032,-99.29236403
19.59776277,-99.31056499
19.61221658,-99.28815109
19.62548412,-99.31792054
19.6257955,-99.31570467
19.62579526,-99.31570535
19.62091386,-99.31376948
19.63193748,-99.36217058
19.62553737,-99.31841246
19.60571393,-99.29318119
19.62527745,-99.30650895
19.63377633,-99.35398424
19.61412908,-99.35439241
19.60018226,-99.2837321
19.62448937,-99.3166497
19.61361807,-99.30217465
19.59832286,-99.30169282
19.60762366,-99.27725414
19.62792667,-99.29094073
19.62807603,-99.29121299
19.6095535,-99.3303182
19.61388413,-99.28585481
19.63447919,-99.30329449
19.63088923,-99.34601909
19.63658127,-99.3246485
19.61868615,-99.30749826
19.61902508,-99.30889466
19.61832524,-99.30645491
19.64227507,-99.2930699
19.60388373,-99.29090888
19.59614278,-99.28351335
19.61972409,-99.31534622
19.6042916,-99.27819145
19.62805735,-99.32746998
19.6189193,-99.32583782
19.63852356,-99.35800704
19.62713,-99.32069822
19.63750969,-99.31154848
19.60691123,-99.29321985
19.63790053,-99.3123236
19.63634939,-99.306997
19.6375478,-99.31163422
19.60223991,-99.27682401
19.59498679,-99.30601798
19.62369671,-99.31730092
19.63076171,-99.31144121
19.60546048,-99.30849479
19.60170607,-99.28918704
19.62751374,-99.32240631
19.59900166,-99.30059905
19.621292,-99.314483
19.61659225,-99.30021125
19.60609894,-99.27983026
19.62537457,-99.30368962
19.64358749,-99.41098814
19.61996122,-99.31080657
19.6289371,-99.29257596
19.61841668,-99.32358516
19.61913878,-99.30948033
19.59654906,-99.27775897
19.62101591,-99.30981122
19.62693898,-99.29544385
19.62045391,-99.30083238
19.63369502,-99.35394532
19.62505649,-99.41545578
19.5952114,-99.27939254
19.61319152,-99.34784301
19.59899746,-99.27884085
19.60044992,-99.28572337
19.644931,-99.2981578
19.60044992,-99.28572337
19.62588176,-99.30201041
19.6417536,-99.41047187
19.63816191,-99.30940067
19.63484438,-99.30058046
19.64862653,-99.38816729
19.6299022,-99.3410851
19.61868166,-99.28948809
19.60736448,-99.31082173
19.62627555,-99.31417514
19.60744935,-99.29903312
19.62588715,-99.3020006
19.63833156,-99.29325344
19.60507526,-99.29197937
19.64279941,-99.30023731
19.59229507,-99.29359998
19.63223037,-99.31073664
19.62068376,-99.3007898
19.60166998,-99.30560065
19.59513203,-99.3055051
19.61002821,-99.35717512
19.6187372,-99.30593669
19.62243967,-99.3466998
19.62775895,-99.29540644
19.646319,-99.38860138
19.59276972,-99.2960021
19.68986617,-99.35953225
19.62559472,-99.31396261
19.62261153,-99.34587855
19.60883676,-99.29219414
19.59815585,-99.30218934
19.60690853,-99.28020587
19.59558007,-99.28184448
19.60319928,-99.29709996
19.60972963,-99.33762433
19.60909441,-99.32638128
19.6162469,-99.33157052
19.6172222,-99.32962691
19.59553682,-99.27960563
19.60270407,-99.2978594
19.6159478,-99.33217199
19.60895961,-99.34092363
19.61258994,-99.29518676
19.6006075,-99.29999088
19.6226659,-99.34591227
19.60561299,-99.2817701
19.61610279,-99.28901681
19.61212418,-99.28742987
19.61989954,-99.31230382
19.62637615,-99.31395416
19.62388411,-99.33360219
19.62614673,-99.32342827
19.64118393,-99.41402768
19.605371,-99.29220502
19.62636449,-99.31407115
19.625592,-99.31678466
19.60143575,-99.28175769
19.61388584,-99.29360947
19.63930879,-99.2942747
19.61423847,-99.33483302
19.60395171,-99.3041401
19.62493024,-99.31424801
19.64404304,-99.29936758
19.62579598,-99.31570334
19.62626394,-99.31447591
19.61331857,-99.3496279
19.59860001,-99.30125579
19.62770081,-99.29071343
19.62744313,-99.32228741
19.61008176,-99.29227708
19.63392009,-99.30970117
19.60664306,-99.2997254
19.6101592,-99.29524258
19.62414455,-99.31777376
19.6195695,-99.30627952
19.62157414,-99.32198702
19.5972621,-99.31010231
19.60669829,-99.28504175
19.62345193,-99.30990759
19.62345222,-99.31713354
19.62549034,-99.3141855
19.61324175,-99.29666027
19.59649212,-99.2743329
19.68506869,-99.34435528
19.61475484,-99.2911043
19.61489963,-99.29082939
19.61777419,-99.28892202
19.66110877,-99.37423154
19.63048074,-99.28463302
19.5991343,-99.30056444
19.64076688,-99.3054543
19.61352181,-99.28113349
19.62112668,-99.31139308
19.64185361,-99.41337393
19.60326077,-99.28228907
19.62559969,-99.3157362
19.6420796,-99.31422392
19.62579878,-99.31569551
19.63935933,-99.29539113
19.62051919,-99.34028815
19.62579536,-99.31570507
19.6132465,-99.31547649
19.62554942,-99.31794045
19.64319937,-99.31344131
19.62621493,-99.31466996
19.62579611,-99.31570298
19.6257973,-99.31569964
19.63801839,-99.33361032
19.62541043,-99.3146762
19.60621603,-99.28563593
19.60748743,-99.2963163
19.62579542,-99.31570491
19.62555328,-99.31421683
19.62522078,-99.31543702
19.62579668,-99.31570139
19.60473078,-99.3107901
19.62672427,-99.31336529
19.62579602,-99.31570322
19.62556599,-99.31413885
19.62579535,-99.3157051
19.62676227,-99.31297968
19.61939412,-99.32556643
19.60024612,-99.30013438
19.60654706,-99.28826168
19.60579415,-99.29318685
19.62517562,-99.31542602
19.6040062,-99.31009643
19.62579756,-99.31569891
19.62965285,-99.28706483
19.61445636,-99.34529807
19.5946873,-99.27730119
19.61891098,-99.33023627
19.6370659,-99.2911477
19.61757673,-99.33709283
19.6046368,-99.27781791
19.62549804,-99.31458868
19.62333563,-99.3056213
19.61049989,-99.27793477
19.6198383,-99.30220015
19.60724107,-99.31083081
19.62107561,-99.28493339
19.6156386,-99.3393385
19.6134594,-99.29363325
19.57791882,-99.41228126
19.68931011,-99.35812753
19.62154075,-99.32166487
19.60096637,-99.28223485
19.59728017,-99.27460325
19.62483638,-99.31764044
19.60401222,-99.3034952
19.59199034,-99.29378516
19.6250112,-99.31865165
19.61856548,-99.28968937
19.62423691,-99.31766984
19.62536073,-99.31868024
19.60036176,-99.3000648
19.59724669,-99.28681954
19.59685422,-99.30935253
19.60009235,-99.28170874
19.6426686,-99.29621862
19.59927029,-99.30034254
19.60305438,-99.279984
19.60767364,-99.28311039
19.62305935,-99.31675914
19.6372061,-99.28987741
19.5969997,-99.30988785
19.59497024,-99.30599748
19.59349463,-99.30418806
19.62440311,-99.31832818
19.61306864,-99.29436766
19.61122299,-99.29921933
19.63964268,-99.41570588
19.62632585,-99.31420554
19.63365427,-99.3051163
19.60686194,-99.28791052
19.5964836,-99.27665074
19.62494291,-99.3177596
19.6020614,-99.27923074
19.59820652,-99.3021315
19.60310589,-99.30185745
19.61867582,-99.30717996
19.61829182,-99.28888836
19.62579532,-99.31570518
19.6105287,-99.27940098
19.63945284,-99.29439196
19.63109368,-99.3265433
19.59777838,-99.31131989
19.61287386,-99.28888825
19.59412647,-99.29420561
19.60585522,-99.29278412
19.60566832,-99.29317798
19.60074073,-99.31025569
19.58928429,-99.29647239
19.64505772,-99.2979506
19.60113622,-99.29936425
19.60706072,-99.30746884
19.61815571,-99.29796875
19.62465549,-99.31850715
19.62544749,-99.31842706
19.60279066,-99.27992258
19.61249371,-99.29536011
19.59129858,-99.29516389
19.62573005,-99.31622818
19.63396059,-99.3539145
19.61160838,-99.29964971
19.61385214,-99.29308434
19.59574458,-99.30501497
19.59831137,-99.3017783
19.59611751,-99.2765307
19.64428668,-99.29898984
19.61552784,-99.2895778
19.62554382,-99.31386058
19.60623361,-99.2799568
19.62234501,-99.31350735
19.62565086,-99.31716952
19.61966706,-99.31207123
19.62217179,-99.31553493
19.59669602,-99.27716904
19.63179298,-99.31335238
19.61682891,-99.33038312
19.61268046,-99.29490402
19.60585522,-99.29278412
19.61974114,-99.32521875
19.62559764,-99.31769755
19.59169765,-99.29381334
19.6422942,-99.41430883
19.59497461,-99.28293408
19.61801131,-99.28906196
19.60167034,-99.29173624
19.59873739,-99.30105526
19.61368898,-99.29320169
19.60016803,-99.31019731
19.59704081,-99.31051339
19.59424581,-99.30503856
19.61616779,-99.28836875
19.59762757,-99.27735422
19.62547209,-99.31429627
19.60916487,-99.3196372
19.63156208,-99.41585085
19.6256014,-99.31351082
19.59628856,-99.28573347
19.59730071,-99.30302663
19.62566487,-99.31668032
19.60730844,-99.30725853
19.62015001,-99.32401523
19.57654091,-99.41523752
19.62437297,-99.31703639
19.64406202,-99.41135173
19.60143575,-99.28175769
19.60480978,-99.28432106
19.60572915,-99.27945761
19.61628076,-99.33185703
19.6287677,-99.32097078
19.64445996,-99.30753653
19.64439206,-99.29894785
19.6440178,-99.29940018
19.60968158,-99.29710715
19.64015973,-99.30419847
19.64134023,-99.30230265
19.62709135,-99.31495385
19.62579648,-99.31570195
19.65574754,-99.38040434
19.61071691,-99.28047054
19.60967316,-99.29714735
19.62317902,-99.3220576
19.60472481,-99.28868564
19.59453136,-99.28139347
19.61392927,-99.31677989
19.62503054,-99.31510658
19.61763511,-99.32882866
19.6171314,-99.36429579
19.59328961,-99.28041237
19.62488921,-99.31569579
19.61947286,-99.31116132
19.61987043,-99.30642071
19.62568166,-99.31577557
19.63229315,-99.35343621
19.6050567,-99.30137576
19.61170041,-99.30871666
19.62542073,-99.30587742
19.63694734,-99.2916037
19.60954367,-99.27686074
19.61206349,-99.30369148
19.62579535,-99.31570509
19.61013287,-99.33394487
19.638804,-99.41536892
19.63524005,-99.40771793
19.60101258,-99.28229286
19.59749474,-99.27720115
19.64576785,-99.29714855
19.61298969,-99.31601803
19.61094115,-99.29818346
19.64397858,-99.31007929
19.59529292,-99.30629642
19.59754944,-99.30895457
19.6891505,-99.35819088
19.57714618,-99.41528253
19.59579688,-99.28567264
19.63720865,-99.28816538
19.64324194,-99.31310247
19.61352106,-99.28112467
19.61939372,-99.33849608
19.61872951,-99.41880288
19.64186026,-99.41373109
19.63240269,-99.32755147
19.68542859,-99.34451402
19.60062932,-99.29996971
19.62140922,-99.31939136
19.60466132,-99.28584392
19.61384792,-99.29315234
19.59506071,-99.30595809
19.59709905,-99.31010468
19.60457335,-99.28260429
19.60531238,-99.2931529
19.60552674,-99.29324375
19.57689642,-99.41539526
19.6225242,-99.34790428
19.63724146,-99.29020566
19.63995831,-99.30478216
19.63476298,-99.30101811
19.60741442,-99.29554089
19.6189027,-99.28931994
19.6046555,-99.28570565
19.63416531,-99.29970745
19.59332453,-99.30398549
19.64026703,-99.31833135
19.61522858,-99.32400983
19.61974326,-99.33951169
19.62559529,-99.30745148
19.61450561,-99.30153891
19.63650693,-99.30448037
19.61028718,-99.31888924
19.60363857,-99.30483607
19.63345199,-99.36090747
19.65409235,-99.38334076
19.63390672,-99.30972421
19.60052283,-99.29689807
19.60876904,-99.29063471
19.6220039,-99.32101301
19.6891831,-99.35743428
19.62874437,-99.41293496
19.64316125,-99.30007975
19.63712438,-99.29060734
19.63986168,-99.29452574
19.63827569,-99.29406904
19.60521713,-99.29190668
19.60546196,-99.27934515
19.60022328,-99.2782994
19.62579631,-99.31570242
19.63366508,-99.35345391
19.61616298,-99.29971514
19.60513182,-99.2755778
19.60483434,-99.27598058
19.62958996,-99.28691218
19.64371324,-99.31079588
19.60741713,-99.29174722
19.59168045,-99.28749304
19.62725967,-99.33590482
19.59418004,-99.28125025
19.63132443,-99.3180301
19.62694139,-99.3139719
19.65418894,-99.3831571
19.5981862,-99.30215469
19.63316496,-99.35363836
19.68711376,-99.3433457
19.62010843,-99.31395509
19.6206821,-99.30678464
19.60363857,-99.30483607
19.64210888,-99.41326406
19.60067954,-99.28997062
19.61467126,-99.33470699
19.61419523,-99.35401753
19.62403219,-99.31796141
19.60741442,-99.29554089
19.62668974,-99.30069034
19.64032478,-99.30373153
19.6891154,-99.3568635
19.68910358,-99.35612524
19.62551222,-99.30737481
19.62152162,-99.34242854
19.65564414,-99.38058664
19.62579535,-99.31570509
19.62579526,-99.31570535
19.5981094,-99.27748793
19.60672196,-99.29968498
19.58983751,-99.29448235
19.61191945,-99.30265532
19.60145341,-99.29905086
19.62035378,-99.30077235
19.62641856,-99.30107455
19.62219871,-99.34356344
19.61192437,-99.30260331
19.64015586,-99.31890176
19.61839042,-99.29725149
19.6255655,-99.31785866
19.6001522,-99.29058991
19.60044992,-99.28572337
19.60902923,-99.29987654
19.60713796,-99.29946811
19.63298596,-99.29893854
19.633567,-99.30313891
19.62268381,-99.35287179
19.57814189,-99.4118232
19.61329249,-99.29721893
19.61493153,-99.33421716
19.64034078,-99.31875177
19.6631595,-99.37962968
19.62852785,-99.32371141
19.62540277,-99.30557877
19.63410743,-99.35417656
19.61214998,-99.29590063
19.62548171,-99.33683752
19.60012116,-99.28172513
19.61046385,-99.27803277
19.64298322,-99.41232129
19.61757685,-99.41875952
19.63119672,-99.31617254
19.62840416,-99.32350351
19.6257964,-99.31570217
19.64461335,-99.30744486
19.62579613,-99.31570292
19.62579634,-99.31570234
19.61732549,-99.28856913
19.61332527,-99.34899514
19.62579535,-99.3157051
19.61714757,-99.29907852
19.62690696,-99.29543929
19.60041771,-99.28188903
19.62854591,-99.32495778
19.60326933,-99.2819497
19.6253401,-99.3146847
19.60044591,-99.28455206
19.61923201,-99.32586185
19.64092183,-99.41267483
19.61832862,-99.31060244
19.62929658,-99.34179704
19.63662343,-99.33437006
19.62646042,-99.30112395
19.5945842,-99.30554993
19.61401569,-99.31374741
19.63381109,-99.35435856
19.60716643,-99.30734215
19.62550574,-99.3145339
19.59324396,-99.29339026
19.59101481,-99.2939208
19.63051198,-99.28898207
19.60768772,-99.28788685
19.62517921,-99.31463675
19.59701733,-99.31000636
19.61864421,-99.28979935
19.59721162,-99.30972374
19.60433626,-99.30949391
19.60450782,-99.28563922
19.61993189,-99.32352451
19.60950737,-99.33095598
19.59387209,-99.29429504
19.63277711,-99.33633338
19.62521105,-99.41533661
19.60353887,-99.29643761
19.61876413,-99.33427278
19.6423537,-99.4128836
19.62265231,-99.34819857
19.59626495,-99.27671195
19.69234555,-99.36676755
19.61232544,-99.28992415
19.60953468,-99.33148568
19.6144003,-99.29184379
19.60739394,-99.29744753
19.63225408,-99.30187014
19.64366917,-99.2996862
19.6301205,-99.34322111
19.6118715,-99.29982023
19.62257604,-99.34788031
19.6869172,-99.34812827
19.62579624,-99.31570261
19.65166461,-99.38628007
19.5870609,-99.29020049
19.61799704,-99.34550955
19.60661343,-99.28823735
19.60810451,-99.30675056
19.62488082,-99.31436334
19.62673695,-99.31327597
19.65506999,-99.38156346
19.6010005,-99.27026938
19.61637753,-99.34216323
19.63718426,-99.31477834
19.6334089,-99.36116834
19.63340499,-99.35361486
19.59770018,-99.28325366
19.60870341,-99.27777093
19.59444024,-99.2819826
19.6140879,-99.35368626
19.62492551,-99.3096075
19.60975575,-99.32463617
19.60708301,-99.27992479
19.62551314,-99.31475366
19.64485678,-99.29827893
19.62514104,-99.31347829
19.60675236,-99.27030258
19.6257993,-99.31569405
19.63354604,-99.35305555
19.63619474,-99.29003736
19.59609425,-99.28535893
19.63617485,-99.30537259
19.61989255,-99.30001122
19.61540559,-99.35599609
19.59131013,-99.29386662
19.61408,-99.29245213
19.62048198,-99.32392292
19.6253667,-99.30463139
19.6426967,-99.41273606
19.60188984,-99.2811889
19.61171272,-99.28003583
19.59689965,-99.27700524
19.63050702,-99.32189782
19.63900288,-99.30452847
19.617818,-99.328734
19.60292431,-99.30527029
19.59645002,-99.28172064
19.618239,-99.28909358
19.61239994,-99.28972281
19.62579534,-99.31570512
19.63050829,-99.32563367
19.61868311,-99.32290997
19.62085355,-99.29973241
19.62605139,-99.31495175
19.6094015,-99.28633087
19.61277496,-99.31853338
19.58957236,-99.29458155
19.59617674,-99.29147585
19.62289455,-99.3107902
19.62300728,-99.33173375
19.62134523,-99.31337907
19.62008155,-99.31389861
19.63738992,-99.29234366
19.63587109,-99.30459224
19.63689281,-99.30973006
19.63460532,-99.2928331
19.61426929,-99.31279495
19.64941792,-99.29448333
19.60883915,-99.27759328
19.63925233,-99.28562479
19.62268692,-99.34833067
19.61751464,-99.34457079
19.63017627,-99.34327945
19.63631969,-99.40637051
19.62027935,-99.31388108
19.62565747,-99.31482418
19.63917681,-99.3170399
19.62077637,-99.31357602
19.62503412,-99.31512979
19.63009498,-99.3431944
19.62222299,-99.31578513
19.62029767,-99.31297557
19.5938677,-99.28091991
19.59490042,-99.2828338
19.6014644,-99.28172673
19.61528116,-99.35810899
19.6890394,-99.35589385
19.61877391,-99.30695904
19.61941346,-99.31238255
19.63277711,-99.33633338
19.6197079,-99.31575579
19.62275507,-99.32036399
19.62793744,-99.31383666
19.61353836,-99.28132855
19.62684203,-99.31297335
19.63376591,-99.35393709
19.69217415,-99.36602801
19.61660115,-99.33512021
19.62132109,-99.3143758
19.60029116,-99.28182186
19.63857033,-99.31671077
19.5990482,-99.30024977
19.61938402,-99.33846775
19.61880915,-99.33428064
19.6223571,-99.31350942
19.62937693,-99.28358874
19.61720058,-99.32248129
19.59970734,-99.27958297
19.64041191,-99.31839582
19.59407009,-99.28093328
19.60528564,-99.27657916
19.60665511,-99.28804618
19.62760561,-99.29066493
19.61831095,-99.30807787
19.63395634,-99.35391499
19.61351053,-99.34514822
19.61243582,-99.2897047
19.61756622,-99.41832757
19.64260135,-99.31196484
19.64376784,-99.31093346
19.59222209,-99.29361434
19.62579628,-99.3157025
19.60354599,-99.28292721
19.62135575,-99.32244016
19.57894848,-99.40977167
19.62579618,-99.31570278
19.64009181,-99.30437803
19.64043504,-99.31868625
19.5979493,-99.28086078
19.62855433,-99.32482281
19.61376865,-99.31449157
19.5874304,-99.29637166
19.60293019,-99.28027236
19.62219881,-99.29905868
19.64402088,-99.2993346
19.64212996,-99.41310916
19.59112397,-99.29331272
19.64486094,-99.29827214
19.62659463,-99.31366461
19.62262337,-99.31610937
19.59983842,-99.27266344
19.63564742,-99.2985614
19.61880278,-99.30657482
19.63376727,-99.30293861
19.60489059,-99.29937212
