311520,311812,462111,461121,464111,461110,465311,465313,611162,611122,621116,713943,722515,722511,722519,722514,931610,NaN ,NaN ,NaN ,NaN
311520,311812,311910,332710,434211,468211,467111,462112,461110,461121,461170,465211,465313,561432,713943,722512,722514,811219,811119,811191,NaN
461110,811111,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311520,311812,311830,461110,464111,466111,461130,621211,722514,722517,811116,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311520,311830,467111,461122,465311,467115,461160,461110,463211,461211,465912,532282,722518,722514,812110,811430,NaN ,NaN ,NaN ,NaN ,NaN
311520,311812,434224,461110,461213,468211,465111,465311,467111,541941,722518,812110,811113,811410,811112,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311830,461110,461121,461150,467115,621511,811111,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
434211,461110,465311,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
337110,434314,461160,461190,464111,465311,461122,561432,812110,811121,811430,931310,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311830,332320,463113,463211,461121,461150,464111,461140,461130,467115,461110,465311,461122,621211,722514,811211,812110,811121,811499,NaN ,NaN
311520,311812,461110,463211,464111,468420,467114,611132,812110,811493,811499,811191,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
312112,311830,463211,461160,464111,461110,466112,461190,465912,713120,812110,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311520,312112,434211,461110,467111,461150,722515,812110,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311520,465311,461122,461130,611111,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
465216,466111,465915,621211,621111,624191,721112,722511,812110,811430,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
465216,465915,621211,621111,624191,721112,722511,812110,811430,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311520,311812,434224,461110,461213,464111,468211,465111,465311,541941,722518,812110,811113,811410,811112,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311812,332710,461160,461110,466111,467111,461122,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
321910,468211,461212,464111,467111,611112,621211,812110,811410,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
467111,461110,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
434211,466111,461110,611111,624191,812110,811116,811420,811122,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311830,463113,467111,461160,464111,461110,465311,461122,461130,611122,722519,722518,722514,811430,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
461110,465311,461122,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
312112,461110,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311520,461110,468420,611132,811499,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311830,461121,464111,461130,461110,465311,465211,621211,722517,812110,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311812,323119,461110,467111,812110,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311830,461110,465311,461122,812110,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
461130,461110,465311,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311812,461110,812110,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
464111,465311,561432,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
312112,461110,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311812,467111,461121,465311,561432,813210,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
468211,485210,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
461160,461110,465311,713120,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
434211,465911,461121,461110,465311,467111,467114,561432,722517,811211,812110,811111,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311812,463211,461110,461150,465311,532493,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311812,463211,461110,465311,532493,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
461121,461150,461160,464111,461110,461170,461122,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311812,315229,326198,461110,465311,811312,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
461110,461121,461160,467115,465311,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311812,464111,611111,722518,811112,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311812,461110,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
461110,611171,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311812,311830,327111,461121,461110,465311,465212,467111,461130,463310,722517,812110,813210,811111,811430,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311830,434211,461110,464112,467115,461190,461130,811191,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311812,311830,461110,461121,467111,465311,561432,722515,813210,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
461121,461110,465311,561432,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311812,311830,461110,465311,468211,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
461121,461110,465311,461122,461130,611111,811191,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311830,461110,465311,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311812,461110,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311812,468412,461110,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311830,461130,465311,461122,722517,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
311830,461110,461121,467111,465311,461130,722518,812110,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN
